section_id,section_name,category_id,category_name,item_id,item_name
15,Metals,1576,Aluminium and articles thereof,157611,Large Aluminium Containers
15,Metals,1576,Aluminium and articles thereof,157614,Stranded Aluminium Wire
15,Metals,1576,Aluminium and articles thereof,157616,Other Aluminium Products
15,Metals,1578,Lead and articles thereof,157803,Lead Bars
15,Metals,1578,Lead and articles thereof,157805,Lead Pipes
15,Metals,1578,Lead and articles thereof,157806,Other Lead Products
15,Metals,1579,Zinc and articles thereof,157901,Raw Zinc
15,Metals,1579,Zinc and articles thereof,157907,Other Zinc Products
15,Metals,1580,Tin; articles thereof,158001,Raw Tin
15,Metals,1580,Tin; articles thereof,158003,Tin Bars
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158102,Molybdenum
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158104,Magnesium
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158201,Garden Tools
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158203,Hand Tools
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158206,Tool Sets
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158207,Interchangeable Tool Parts
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158208,Cutting Blades
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158209,Tool Plates
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158210,Cooking Hand Tools
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158212,Razor Blades
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158213,Scissors
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158214,Other Cutlery
15,Metals,1583,Metal; miscellaneous products of base metal,158303,Safes
15,Metals,1583,Metal; miscellaneous products of base metal,158304,Filing Cabinets
15,Metals,1583,Metal; miscellaneous products of base metal,158306,Bells and Other Metal Ornaments
15,Metals,1583,Metal; miscellaneous products of base metal,158307,Flexible Metal Tubing
15,Metals,1583,Metal; miscellaneous products of base metal,158308,Other Metal Fasteners
15,Metals,1583,Metal; miscellaneous products of base metal,158309,Metal Stoppers
15,Metals,1583,Metal; miscellaneous products of base metal,158310,Metal Signs
15,Metals,1583,Metal; miscellaneous products of base metal,158311,Coated Metal Soldering Products
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168401,Nuclear Reactors
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168402,Steam Boilers
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168403,Central Heating Boilers
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168404,Boiler Plants
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168405,Water and Gas Generators
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168406,Steam Turbines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168407,Spark-Ignition Engines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168408,Combustion Engines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168410,Hydraulic Turbines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168412,Other Engines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168416,Liquid Fuel Furnaces
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168417,Industrial Furnaces
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168420,Rolling Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168423,Scales
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168425,Pulley Systems
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168426,Cranes
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168427,Fork-Lifts
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168432,Soil Preparation Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168433,Harvesting Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168434,Dairy Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168438,Industrial Food Preperation Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168439,Papermaking Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168440,Book-binding Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168441,Other Paper Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168447,Knitting Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168448,Knitting Machine Accessories
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168450,Household Washing Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168452,Sewing Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168454,Casting Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168458,Metal Lathes
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168459,Drilling Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168460,Metal Finishing Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168461,Metalworking Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168462,Forging Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168463,Other Non-Metal Removal Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168464,Stone Working Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168465,Woodworking machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168466,Metalworking Machine Parts
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168467,Motor-working Tools
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168470,Calculators
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168474,Stone Processing Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168476,Vending Machines
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168480,Metal Molds
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168484,Gaskets
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168503,Electric Motor Parts
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168505,Electromagnets
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168507,Electric Batteries
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168508,Vacuum Cleaners
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168510,Hair Trimmers
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168513,Portable Lighting
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168514,Electric Furnaces
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168515,Electric Soldering Equipment
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168522,Audio and Video Recording Accessories
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168526,Navigation Equipment
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168532,Electrical Capacitors
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168533,Electrical Resistors
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168535,High-voltage Protection Equipment
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168537,Electrical Control Boards
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168540,Cathode Tubes
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168541,Semiconductor Devices
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168545,Carbon-based Electronics
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168546,Electrical Insulators
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168547,Metal Insulating Fittings
16,Machines,1685,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",168548,Electrical Parts
17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",178607,Locomotive Parts
17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",178609,Railway Cargo Containers
17,Transportation,1787,Vehicles,178701,Tractors
17,Transportation,1787,Vehicles,178707,Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705)
17,Transportation,1787,Vehicles,178711,Motorcycles and cycles
17,Transportation,1787,Vehicles,178713,Wheelchairs
17,Transportation,1787,Vehicles,178714,Bi-Wheel Vehicle Parts
17,Transportation,1788,"Aircraft, spacecraft and parts ",178804,Parachutes
17,Transportation,1788,"Aircraft, spacecraft and parts ",178805,Aircraft Launch Gear
17,Transportation,1789,"Ships, boats and floating structures",178907,Other Floating Structures
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189001,Optical Fibers and optical fibre bundles
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189002,Mirrors and Lenses
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189003,Eyewear Frames
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189004,Eyewear
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189005,Binoculars and Telescopes
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189006,Cameras
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189008,Image Projectors
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189011,Microscopes
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189013,LCDs
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189014,Compasses
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189017,Drafting Tools
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189020,Breathing Appliances
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189024,Tensile Testing Machines
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189028,Utility Meters
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189029,Revolution Counters
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189031,Other Measuring Instruments
18,Instruments,1890,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",189033,Opto-Electric Instrument Parts
18,Instruments,1891,Clocks and watches and parts thereof,189101,Precious Metal Watches
18,Instruments,1891,Clocks and watches and parts thereof,189102,Base Metal Watches
18,Instruments,1891,Clocks and watches and parts thereof,189103,Clocks with Watch Movements
18,Instruments,1891,Clocks and watches and parts thereof,189105,Other Clocks
18,Instruments,1891,Clocks and watches and parts thereof,189106,Time Recording Instruments
18,Instruments,1891,Clocks and watches and parts thereof,189107,Time Switches
18,Instruments,1891,Clocks and watches and parts thereof,189108,Watch Movements
18,Instruments,1891,Clocks and watches and parts thereof,189112,Clock Cases and Parts
20,Miscellaneous,2094,Furniture,209401,Seats
20,Miscellaneous,2094,Furniture,209404,Mattresses
20,Miscellaneous,2095,Toys,209505,Party Decorations
20,Miscellaneous,2095,Toys,209507,Fishing and Hunting Equipment
20,Miscellaneous,2096,Miscellaneous manufactured articles,209603,Brooms
20,Miscellaneous,2096,Miscellaneous manufactured articles,209604,Hand Sifters
20,Miscellaneous,2096,Miscellaneous manufactured articles,209605,Travel Kits
20,Miscellaneous,2096,Miscellaneous manufactured articles,209607,Zippers
20,Miscellaneous,2096,Miscellaneous manufactured articles,209608,Pens
20,Miscellaneous,2096,Miscellaneous manufactured articles,209609,Pencils and Crayons
20,Miscellaneous,2096,Miscellaneous manufactured articles,209610,Chalkboards
20,Miscellaneous,2096,Miscellaneous manufactured articles,209613,Lighters
20,Miscellaneous,2096,Miscellaneous manufactured articles,209615,Combs
20,Miscellaneous,2096,Miscellaneous manufactured articles,209616,Scent Sprays
20,Miscellaneous,2096,Miscellaneous manufactured articles,209617,Vacuum Flask
1,Animal Products,103,Aquatic Animals,10304,Fish Fillets
11,Textiles,1157,Carpets and other textile floor coverings,115704,Felt Carpets
13,Stone And Glass,1369,Ceramic products,136902,Refractory Bricks
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168445,Textile Fiber Machinery
17,Transportation,1787,Vehicles,178712,"Bicycles, delivery tricycles, other cycles"
19,Weapons,1993,Arms and ammunition; parts and accessories thereof,199305,Weapons Parts and Accessories
21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,219706,Antiques
1,Animal Products,103,Aquatic Animals,10303,Non-fillet Frozen Fish
2,Vegetable Products,208,"Fruit and nuts, edible; peel of citrus fruit or melons",20813,Dried Fruits
4,Foodstuffs,422,"Beverages, spirits and vinegar",42201,Water
4,Foodstuffs,422,"Beverages, spirits and vinegar",42203,Beer
4,Foodstuffs,422,"Beverages, spirits and vinegar",42205,Vermouth
4,Foodstuffs,422,"Beverages, spirits and vinegar",42206,Other Fermented Beverages
4,Foodstuffs,424,Tobacco and manufactured tobacco substitutes,42401,Raw Tobacco
4,Foodstuffs,424,Tobacco and manufactured tobacco substitutes,42402,Rolled Tobacco
4,Foodstuffs,424,Tobacco and manufactured tobacco substitutes,42403,Processed Tobacco
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52713,Petroleum Coke
6,Chemical Products,629,Organic chemicals,62935,Sulfonamides
6,Chemical Products,638,Chemical products n.e.s.,63801,Artificial Graphite
6,Chemical Products,638,Chemical products n.e.s.,63806,Rosin
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84201,Saddlery
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84302,Tanned Furskins
9,Wood Products,944,Wood and articles of wood; wood charcoal,94409,Shaped Wood
9,Wood Products,944,Wood and articles of wood; wood charcoal,94420,Wood Ornaments
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104907,Documents of title (bonds etc) and unused stamps
11,Textiles,1152,Cotton,115201,Raw Cotton
11,Textiles,1152,Cotton,115204,Cotton Sewing Thread
11,Textiles,1154,Man-made filaments,115404,Synthetic Monofilament
11,Textiles,1155,Man-made staple fibres,115502,Artificial Filament Tow
11,Textiles,1155,Man-made staple fibres,115508,Non-Retail Artificial Staple Fibers Sewing Thread
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115805,Hand-Woven Tapestries
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115908,Textile Wicks
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116104,Knit Women's Suits
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116106,Knit Women's Shirts
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116107,Knit Men's Undergarments
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116108,Knit Women's Undergarments
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116113,Garments of Impregnated Fabric
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116114,Other Knit Garments
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116117,Other Knit Clothing Accessories
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116202,Non-Knit Women's Coats
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116204,Non-Knit Women's Suits
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116206,Non-Knit Women's Shirts
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116207,Non-Knit Men's Undergarments
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116208,Non-Knit Women's Undergarments
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116210,Felt or Coated Fabric Garments
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116217,Other Non-Knit Clothing Accessories
12,Footwear and Headwear,1264,Footwear,126405,Other Footwear
12,Footwear and Headwear,1266,Umbrellas,126602,Walking Sticks
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136809,Plaster Articles
13,Stone And Glass,1370,Glass and glassware,137018,Glass Beads
14,Precious Metals,1471,"Precious metals, gems and jewelry",147101,Pearls
14,Precious Metals,1471,"Precious metals, gems and jewelry",147102,Diamonds
14,Precious Metals,1471,"Precious metals, gems and jewelry",147113,Jewellery
15,Metals,1573,Iron or steel articles,157321,Iron Stovetops
15,Metals,1576,Aluminium and articles thereof,157613,Aluminium Gas Containers
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158113,Cermets
17,Transportation,1788,"Aircraft, spacecraft and parts ",178801,Non-powered Aircraft
18,Instruments,1891,Clocks and watches and parts thereof,189113,Watch Straps
18,Instruments,1892,Musical instruments; parts and accessories of such articles,189201,Pianos
18,Instruments,1892,Musical instruments; parts and accessories of such articles,189205,Wind Instruments
18,Instruments,1892,Musical instruments; parts and accessories of such articles,189206,Percussion
18,Instruments,1892,Musical instruments; parts and accessories of such articles,189208,Other Musical Instruments
19,Weapons,1993,Arms and ammunition; parts and accessories thereof,199302,Handguns
19,Weapons,1993,Arms and ammunition; parts and accessories thereof,199303,Other Firearms
19,Weapons,1993,Arms and ammunition; parts and accessories thereof,199304,"Spring, Air, and Gas Guns"
19,Weapons,1993,Arms and ammunition; parts and accessories thereof,199306,Explosive Ammunition
19,Weapons,1993,Arms and ammunition; parts and accessories thereof,199307,Bladed Weapons and Accessories
20,Miscellaneous,2096,Miscellaneous manufactured articles,209606,Buttons
21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,219701,Paintings
21,Arts and Antiques,2197,Works of art; collectors' pieces and antiques,219705,Collector's Items
1,Animal Products,102,Meat and edible meat offal,10203,Pig Meat
1,Animal Products,105,Other Animal Products,10511,Other Inedible Animal Products
9,Wood Products,944,Wood and articles of wood; wood charcoal,94406,Railroad Ties
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115112,Combed Wool or Animal Hair Fabric
11,Textiles,1152,Cotton,115211,Heavy Mixed Woven Cotton
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115601,Wadding
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136808,Vegetable Fiber
13,Stone And Glass,1369,Ceramic products,136907,Unglazed Ceramics
13,Stone And Glass,1369,Ceramic products,136908,Glazed Ceramics
15,Metals,1576,Aluminium and articles thereof,157612,Aluminium Cans
17,Transportation,1786,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",178606,Railway Freight Cars
17,Transportation,1789,"Ships, boats and floating structures",178906,Other Sea Vessels
20,Miscellaneous,2095,Toys,209501,Wheeled Toys
2,Vegetable Products,207,Vegetables and certain roots and tubers; edible,20709,Other Vegetables
2,Vegetable Products,209,"Coffee, tea, mate and spices",20906,Cinnamon
2,Vegetable Products,209,"Coffee, tea, mate and spices",20909,Spice Seeds
2,Vegetable Products,210,Cereals,21004,Oats
2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21202,Ground Nuts
2,Vegetable Products,212,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",21210,Hops
2,Vegetable Products,213,"Lac; gums, resins and other vegetable saps and extracts",21301,Insect Resins
2,Vegetable Products,214,Vegetable plaiting materials; vegetable products not elsewhere specified or included,21404,Other Vegetable Products
3,Animal and Vegetable Bi-Products,315,"Animal or vegetable fats, oils and waxes",31514,Rapeseed Oil
4,Foodstuffs,417,Sugars and sugar confectionery,41704,Confectionery Sugar
4,Foodstuffs,420,"Preparations of vegetables, fruit, nuts or other parts of plants",42006,Sugar Preserved Foods
4,Foodstuffs,422,"Beverages, spirits and vinegar",42207,Alcohol > 80% ABV
4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",42302,Bran
4,Foodstuffs,423,"Food industries, residues and wastes thereof; prepared animal fodder",42306,Other Vegetable Residues
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52513,Pumice
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52515,"Marble, Travertine and Alabaster"
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52519,Magnesium Carbonate
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52526,Soapstone
5,Mineral Products,525,"Salt; sulphur; earths, stone; plastering materials, lime and cement",52528,Borax
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52704,Coke
5,Mineral Products,527,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",52706,Tar
6,Chemical Products,628,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",62849,Carbides
6,Chemical Products,629,Organic chemicals,62913,Aldehyde Derivatives
6,Chemical Products,631,Fertilizers,63105,Mixed Mineral or Chemical Fertilizers
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63207,Prepared Pigments
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63211,Prepared Paint Driers
6,Chemical Products,637,Photographic or cinematographic goods,63704,Undeveloped Exposed Photographic Material
6,Chemical Products,638,Chemical products n.e.s.,63803,Tall Oil
7,Plastics and Rubbers,739,Plastics and articles thereof,73903,Styrene Polymers
7,Plastics and Rubbers,739,Plastics and articles thereof,73908,Polyamides
7,Plastics and Rubbers,739,Plastics and articles thereof,73915,Scrap Plastic
7,Plastics and Rubbers,740,Rubber and rubber articles,74001,Rubber
9,Wood Products,944,Wood and articles of wood; wood charcoal,94415,Wood Crates
9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",94601,Plaiting Products
10,Paper Goods,1048,Paper Articles,104801,Newsprint
10,Paper Goods,1048,Paper Articles,104808,Corrugated Paper
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115302,Hemp Fibers
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115308,Other Vegetable Fibers Yarn
11,Textiles,1155,Man-made staple fibres,115501,Synthetic Filament Tow
11,Textiles,1155,Man-made staple fibres,115509,Non-Retail Synthetic Staple Fibers Yarn
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115602,Felt
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115803,Gauze
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115906,Rubber Textile Fabric
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116215,Neck Ties
11,Textiles,1163,Textiles rags,116303,Window Dressings
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136811,Asbestos Cement Articles
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136814,Mica
13,Stone And Glass,1369,Ceramic products,136906,Ceramic Pipes
13,Stone And Glass,1370,Glass and glassware,137004,Blown Glass
14,Precious Metals,1471,"Precious metals, gems and jewelry",147114,Metal-Clad Products
15,Metals,1572,Iron and steel,157202,Ferroalloys
15,Metals,1572,Iron and steel,157207,Semi-Finished Iron
15,Metals,1572,Iron and steel,157225,Flat Flat-Rolled Steel
15,Metals,1573,Iron or steel articles,157303,Cast Iron Pipes
15,Metals,1574,Copper and articles thereof,157405,Copper Alloys
15,Metals,1574,Copper and articles thereof,157418,Copper Housewares
15,Metals,1575,Nickel and articles thereof,157507,Nickel Pipes
15,Metals,1578,Lead and articles thereof,157804,Lead Sheets
15,Metals,1580,Tin; articles thereof,158007,Other Tin Products
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158108,Titanium
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158109,Zirconium
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168435,Fruit Pressing Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168436,Other Agricultural Machinery
16,Machines,1684,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",168455,Metal-Rolling Mills
